"filename", "language", "TypeScript", "JSON", "XML", "JSON with Comments", "Markdown", "JavaScript", "MS SQL", "TypeScript JSX", "CSS", "comment", "blank", "total"
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\dashboard\recommendations\_components\recommendations-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 9, 82
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\dashboard\recommendations\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 5, 34
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\dashboard\reviews\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 5, 28
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 4, 32
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\globals.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 7, 185
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 5, 45
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 10
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\not-found.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 2, 22
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\photographer\_components\upcoming-sessions-list.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 14, 131
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\photographer\history\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 8, 63
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\photographer\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 7, 63
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\photographer\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 10, 66
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\photographer\sessions\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 5, 23
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\photographer\upload\_components\album-manager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 207, 0, 0, 13, 220
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\app\photographer\upload\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 5, 27
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\auth\permission-guard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 9, 35
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\cart\add-to-cart-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 8, 61
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\layout\admin-sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 11, 157
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\layout\breadcrumbs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 7, 70
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\layout\footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 2, 48
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\layout\navbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 9, 170
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\notifications\notification-bell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 10, 119
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\notifications\realtime-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 3, 11
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\providers\auth-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 10, 49
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\reviews\review-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 10, 108
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\reviews\star-rating.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 6, 45
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 10, 110
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 5, 53
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 6, 61
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 10, 104
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 14, 158
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 253, 0, 0, 19, 272
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 4, 21
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 5, 21
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 10, 91
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 5, 26
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 14, 136
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\sonner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 5, 50
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 4, 19
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\hooks\use-realtime-bookings.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 54
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\hooks\use-realtime-notifications.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 68
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\email-templates.ts", "TypeScript", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 78
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\email.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\gemini.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\permissions.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\rbac.ts", "TypeScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 60
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\supabase\admin.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\supabase\client.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\supabase\middleware.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 69
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\supabase\server.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 28
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\utils.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\validations\auth.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 66
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\validations\contact.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\lib\validations\profile.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\proxy.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\stores\auth-store.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\stores\cart-store.ts", "TypeScript", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 78
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\src\types\database.ts", "TypeScript", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 195
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\supabase\migrations\20260309000000_initial_schema.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 1292, 0, 0, 351, 217, 1860
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\supabase\migrations\20260309000002_pgvector_ai_features.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 69, 0, 0, 11, 15, 95
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\supabase\migrations\20260309000003_pg_cron_scheduled_jobs.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 43, 0, 0, 10, 7, 60
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\supabase\migrations\20260311000000_specialties_and_invitations.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 11, 53
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\supabase\seed.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 159, 0, 0, 25, 30, 214
"d:\IT - 3rd year\IT 4\Studio project\Studio project\art-photo\tsconfig.json", "JSON with Comments", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 1, 35
"Total", "-", 2945, 11668, 5, 34, 2248, 317, 1605, 8364, 178, 402, 2628, 30394
